Date,Crop,State,Season,Price,Arrivals,Production,Rainfall,Temperature
2021-06-30,Coconut,Haryana,Rabi,3084,3408,634977,192,25
2021-07-31,Coconut,Haryana,Rabi,7443,3080,684823,262,33
2021-08-31,Coconut,Haryana,Rabi,7115,160,1189302,226,34
2021-09-30,Coconut,Haryana,Rabi,3464,4272,1498775,26,30
2021-10-31,Coconut,Haryana,Rabi,7993,4822,786546,39,29
2021-11-30,Coconut,Haryana,Rabi,5327,3547,1135637,8,39
2021-12-31,Coconut,Haryana,Rabi,6963,2285,1107454,13,9
2022-01-31,Coconut,Haryana,Rabi,3970,2996,858431,27,6
2022-02-28,Coconut,Haryana,Rabi,4600,3987,1374146,29,5
2022-03-31,Coconut,Haryana,Rabi,7577,1760,1791285,20,38
2022-04-30,Coconut,Haryana,Rabi,1465,7926,2379893,13,38
2022-05-31,Coconut,Haryana,Rabi,2356,4850,2020143,35,38
2022-06-30,Coconut,Haryana,Rabi,6945,1820,722916,223,27
2022-07-31,Coconut,Haryana,Rabi,6893,3698,1063560,162,32
2022-08-31,Coconut,Haryana,Rabi,5007,3475,1181242,288,33
2022-09-30,Coconut,Haryana,Rabi,3000,2830,1523216,6,32
2022-10-31,Coconut,Haryana,Rabi,4271,2532,521919,27,31
2022-11-30,Coconut,Haryana,Rabi,5462,4850,1140249,7,30
2022-12-31,Coconut,Haryana,Rabi,6281,1822,1646242,9,8
2023-01-31,Coconut,Haryana,Rabi,5344,3779,1644227,28,12
2023-02-28,Coconut,Haryana,Rabi,4365,2200,518077,21,8
2023-03-31,Coconut,Haryana,Rabi,4782,4624,1812284,30,28
2023-04-30,Coconut,Haryana,Rabi,3340,5331,3471602,44,30
2023-05-31,Coconut,Haryana,Rabi,2127,5196,3087897,4,28
2023-06-30,Coconut,Haryana,Rabi,3229,2927,1659943,253,32
2023-07-31,Coconut,Haryana,Rabi,6464,4462,730362,251,34
2023-08-31,Coconut,Haryana,Rabi,5041,3840,1597487,167,28
2023-09-30,Coconut,Haryana,Rabi,3876,2300,590317,2,36
2023-10-31,Coconut,Haryana,Rabi,4017,2161,1754334,15,25
2023-11-30,Coconut,Haryana,Rabi,5305,952,674527,28,34
2023-12-31,Coconut,Haryana,Rabi,7486,3579,1189987,16,12
2015-01-31,Coconut,Tamil Nadu,Rabi,3287,3690,760835,57,20
2015-02-28,Coconut,Tamil Nadu,Rabi,7903,280,566483,83,22
2015-03-31,Coconut,Tamil Nadu,Rabi,4884,1173,1099974,139,30
2015-04-30,Coconut,Tamil Nadu,Rabi,3430,7913,3177614,158,32
2015-05-31,Coconut,Tamil Nadu,Rabi,3320,4719,2740945,128,36
2015-06-30,Coconut,Tamil Nadu,Rabi,6049,3977,558661,283,26
2015-07-31,Coconut,Tamil Nadu,Rabi,4557,2150,1418642,227,34
2015-08-31,Coconut,Tamil Nadu,Rabi,4523,3156,1977711,258,29
2015-09-30,Coconut,Tamil Nadu,Rabi,6525,3969,1461557,156,30
2015-10-31,Coconut,Tamil Nadu,Rabi,5802,4162,1299129,190,34
2015-11-30,Coconut,Tamil Nadu,Rabi,6611,1623,574547,168,30
2015-12-31,Coconut,Tamil Nadu,Rabi,7534,2926,760521,78,20
2016-01-31,Coconut,Tamil Nadu,Rabi,4891,299,1142098,83,20
2016-02-29,Coconut,Tamil Nadu,Rabi,7631,2623,631580,92,22
2016-03-31,Coconut,Tamil Nadu,Rabi,5130,4035,1297610,119,31
2016-04-30,Coconut,Tamil Nadu,Rabi,3301,6877,2924349,198,38
2016-05-31,Coconut,Tamil Nadu,Rabi,2877,4588,3563539,114,37
2016-06-30,Coconut,Tamil Nadu,Rabi,5569,4751,693286,250,28
2016-07-31,Coconut,Tamil Nadu,Rabi,7698,397,1651279,341,33
2016-08-31,Coconut,Tamil Nadu,Rabi,3301,2374,826858,391,25
2016-09-30,Coconut,Tamil Nadu,Rabi,3462,4574,1060278,189,33
2016-10-31,Coconut,Tamil Nadu,Rabi,5374,2309,1098639,128,38
2016-11-30,Coconut,Tamil Nadu,Rabi,6139,1171,1823133,107,31
2016-12-31,Coconut,Tamil Nadu,Rabi,3909,3302,1022848,94,24
2017-01-31,Coconut,Tamil Nadu,Rabi,7378,1911,1488614,55,22
2017-02-28,Coconut,Tamil Nadu,Rabi,7875,4319,778824,52,24
2017-03-31,Coconut,Tamil Nadu,Rabi,4932,4018,1583717,124,38
2017-04-30,Coconut,Tamil Nadu,Rabi,3324,5110,2929111,142,33
2017-05-31,Coconut,Tamil Nadu,Rabi,2115,8758,2935735,159,34
2017-06-30,Coconut,Tamil Nadu,Rabi,3850,480,1002164,277,27
2017-07-31,Coconut,Tamil Nadu,Rabi,4970,3660,1485325,264,34
2017-08-31,Coconut,Tamil Nadu,Rabi,3349,4142,668090,350,30
2017-09-30,Coconut,Tamil Nadu,Rabi,4930,2037,1619367,145,36
2017-10-31,Coconut,Tamil Nadu,Rabi,4787,4627,729449,116,37
2017-11-30,Coconut,Tamil Nadu,Rabi,7760,2218,1737197,168,39
2017-12-31,Coconut,Tamil Nadu,Rabi,7689,4970,1488955,70,23
2018-01-31,Coconut,Tamil Nadu,Rabi,5399,3374,1990844,59,23
2018-02-28,Coconut,Tamil Nadu,Rabi,3551,2740,1301929,84,20
2018-03-31,Coconut,Tamil Nadu,Rabi,5833,2392,703677,120,32
2018-04-30,Coconut,Tamil Nadu,Rabi,2130,7738,3543004,142,37
2018-05-31,Coconut,Tamil Nadu,Rabi,2784,8775,3102406,131,38
2018-06-30,Coconut,Tamil Nadu,Rabi,5059,1661,1252158,273,33
2018-07-31,Coconut,Tamil Nadu,Rabi,7742,2950,722837,334,28
2018-08-31,Coconut,Tamil Nadu,Rabi,4067,512,1679745,374,29
2018-09-30,Coconut,Tamil Nadu,Rabi,7139,582,731845,167,31
2018-10-31,Coconut,Tamil Nadu,Rabi,5054,677,864353,119,37
2018-11-30,Coconut,Tamil Nadu,Rabi,6019,2421,1269186,145,32
2018-12-31,Coconut,Tamil Nadu,Rabi,4277,4948,1654838,68,24
2019-01-31,Coconut,Tamil Nadu,Rabi,5556,3439,916897,87,21
2019-02-28,Coconut,Tamil Nadu,Rabi,4440,2825,921443,87,21
2019-03-31,Coconut,Tamil Nadu,Rabi,6107,4166,1172083,192,38
2019-04-30,Coconut,Tamil Nadu,Rabi,2665,8827,2108328,191,36
2019-05-31,Coconut,Tamil Nadu,Rabi,3088,7343,2565461,199,32
2019-06-30,Coconut,Tamil Nadu,Rabi,5817,2844,984364,388,33
2019-07-31,Coconut,Tamil Nadu,Rabi,6546,3904,1673211,328,34
2019-08-31,Coconut,Tamil Nadu,Rabi,6712,3654,598884,234,28
2019-09-30,Coconut,Tamil Nadu,Rabi,7649,303,981427,115,36
2019-10-31,Coconut,Tamil Nadu,Rabi,6885,3240,1921093,138,33
2019-11-30,Coconut,Tamil Nadu,Rabi,5201,2513,1641283,146,34
2019-12-31,Coconut,Tamil Nadu,Rabi,4974,3337,1815562,52,23
2020-01-31,Coconut,Tamil Nadu,Rabi,7043,861,503762,53,24
2020-02-29,Coconut,Tamil Nadu,Rabi,3294,2385,866840,63,21
2020-03-31,Coconut,Tamil Nadu,Rabi,6338,3877,1749942,109,30
2020-04-30,Coconut,Tamil Nadu,Rabi,1304,5142,3710472,142,37
2020-05-31,Coconut,Tamil Nadu,Rabi,3316,5363,3891923,185,37
2020-06-30,Coconut,Tamil Nadu,Rabi,3068,4629,1722269,247,28
2020-07-31,Coconut,Tamil Nadu,Rabi,7129,1641,1588212,275,28
2020-08-31,Coconut,Tamil Nadu,Rabi,6553,3098,785878,281,32
2020-09-30,Coconut,Tamil Nadu,Rabi,6555,3152,1456131,183,33
2020-10-31,Coconut,Tamil Nadu,Rabi,4371,1039,1022827,131,34
2020-11-30,Coconut,Tamil Nadu,Rabi,5689,493,1207572,108,31
2020-12-31,Coconut,Tamil Nadu,Rabi,5495,464,1433381,59,21
2021-01-31,Coconut,Tamil Nadu,Rabi,6832,2784,1701382,65,20
2021-02-28,Coconut,Tamil Nadu,Rabi,6343,1195,1008137,77,23
2021-03-31,Coconut,Tamil Nadu,Rabi,6204,794,1873370,168,39
2021-04-30,Coconut,Tamil Nadu,Rabi,1770,6930,3245287,120,34
2021-05-31,Coconut,Tamil Nadu,Rabi,1751,4790,2369418,129,36
2021-06-30,Coconut,Tamil Nadu,Rabi,5487,1560,1867698,311,28
2021-07-31,Coconut,Tamil Nadu,Rabi,7327,653,1727253,312,34
2021-08-31,Coconut,Tamil Nadu,Rabi,6534,3049,735996,381,30
2021-09-30,Coconut,Tamil Nadu,Rabi,7363,4420,1755724,164,33
2021-10-31,Coconut,Tamil Nadu,Rabi,5740,2255,1927658,112,35
2021-11-30,Coconut,Tamil Nadu,Rabi,7542,3603,1279847,184,38
2021-12-31,Coconut,Tamil Nadu,Rabi,7393,3697,951766,78,20
2022-01-31,Coconut,Tamil Nadu,Rabi,3270,3047,1953017,94,20
2022-02-28,Coconut,Tamil Nadu,Rabi,3885,2095,1922883,53,21
2022-03-31,Coconut,Tamil Nadu,Rabi,3522,3147,510596,113,32
2022-04-30,Coconut,Tamil Nadu,Rabi,3132,8824,3931360,181,36
2022-05-31,Coconut,Tamil Nadu,Rabi,1599,8688,3962465,123,39
2022-06-30,Coconut,Tamil Nadu,Rabi,7693,2859,1814608,278,27
2022-07-31,Coconut,Tamil Nadu,Rabi,3788,264,1998917,367,31
2022-08-31,Coconut,Tamil Nadu,Rabi,7854,3848,1222135,302,31
2022-09-30,Coconut,Tamil Nadu,Rabi,5496,2483,974605,144,33
2022-10-31,Coconut,Tamil Nadu,Rabi,3377,808,1033000,199,32
2022-11-30,Coconut,Tamil Nadu,Rabi,4068,4441,1663669,193,36
2022-12-31,Coconut,Tamil Nadu,Rabi,5194,4377,882743,68,22
2023-01-31,Coconut,Tamil Nadu,Rabi,3613,3604,1098955,85,20
2023-02-28,Coconut,Tamil Nadu,Rabi,6642,2512,1891474,50,22
2023-03-31,Coconut,Tamil Nadu,Rabi,7181,4503,886713,140,35
2023-04-30,Coconut,Tamil Nadu,Rabi,2138,4869,2268802,192,31
2023-05-31,Coconut,Tamil Nadu,Rabi,3396,4327,2441415,104,34
2023-06-30,Coconut,Tamil Nadu,Rabi,7021,1015,1400157,233,30
2023-07-31,Coconut,Tamil Nadu,Rabi,7135,3272,1630649,229,30
2023-08-31,Coconut,Tamil Nadu,Rabi,6148,3555,904483,340,32
2023-09-30,Coconut,Tamil Nadu,Rabi,6730,2831,926981,123,39
2023-10-31,Coconut,Tamil Nadu,Rabi,5155,1801,1968309,195,32
2023-11-30,Coconut,Tamil Nadu,Rabi,7159,3278,558732,175,37
2023-12-31,Coconut,Tamil Nadu,Rabi,3011,3314,1338811,91,21
2015-01-31,Coconut,Kerala,Rabi,5378,3657,1309586,79,23
2015-02-28,Coconut,Kerala,Rabi,7952,1015,766700,59,24
2015-03-31,Coconut,Kerala,Rabi,5394,1122,1265766,159,32
2015-04-30,Coconut,Kerala,Rabi,1922,5889,2973420,151,39
2015-05-31,Coconut,Kerala,Rabi,1894,4559,3156187,138,33
2015-06-30,Coconut,Kerala,Rabi,3697,4671,1616337,221,27
2015-07-31,Coconut,Kerala,Rabi,6149,972,748878,223,31
2015-08-31,Coconut,Kerala,Rabi,6527,2690,1654196,317,33
2015-09-30,Coconut,Kerala,Rabi,6417,2474,995940,125,38
2015-10-31,Coconut,Kerala,Rabi,6954,4909,1334480,182,38
2015-11-30,Coconut,Kerala,Rabi,4526,1168,589509,129,37
2015-12-31,Coconut,Kerala,Rabi,3506,4899,563424,97,20
2016-01-31,Coconut,Kerala,Rabi,5797,1980,1023597,95,23
2016-02-29,Coconut,Kerala,Rabi,4705,3543,870744,62,22
2016-03-31,Coconut,Kerala,Rabi,5487,445,1237170,104,32
2016-04-30,Coconut,Kerala,Rabi,3461,6926,3084243,183,33
2016-05-31,Coconut,Kerala,Rabi,1432,5246,3364668,158,32
2016-06-30,Coconut,Kerala,Rabi,4906,4090,1750389,327,33
2016-07-31,Coconut,Kerala,Rabi,7559,515,1234453,279,29
2016-08-31,Coconut,Kerala,Rabi,4139,3164,848060,236,31
2016-09-30,Coconut,Kerala,Rabi,6261,925,1865623,113,33
2016-10-31,Coconut,Kerala,Rabi,6609,4019,1161117,173,32
2016-11-30,Coconut,Kerala,Rabi,3793,4217,905340,183,33
2016-12-31,Coconut,Kerala,Rabi,5823,4533,1625141,64,21
2017-01-31,Coconut,Kerala,Rabi,7390,3984,1334596,80,23
2017-02-28,Coconut,Kerala,Rabi,3105,3375,1616205,52,21
2017-03-31,Coconut,Kerala,Rabi,7536,2591,1587469,155,38
2017-04-30,Coconut,Kerala,Rabi,3459,6101,2327210,195,35
2017-05-31,Coconut,Kerala,Rabi,3407,5970,2574712,185,39
2017-06-30,Coconut,Kerala,Rabi,7098,3803,1927255,347,30
2017-07-31,Coconut,Kerala,Rabi,4392,476,1119353,212,30
2017-08-31,Coconut,Kerala,Rabi,6377,4783,1277270,347,33
2017-09-30,Coconut,Kerala,Rabi,3539,4568,635718,119,36
2017-10-31,Coconut,Kerala,Rabi,5767,1458,1703084,129,30
2017-11-30,Coconut,Kerala,Rabi,3609,1478,852334,151,34
2017-12-31,Coconut,Kerala,Rabi,7308,859,635796,90,20
2018-01-31,Coconut,Kerala,Rabi,3760,1849,846037,99,24
2018-02-28,Coconut,Kerala,Rabi,4272,4838,1063255,51,24
2018-03-31,Coconut,Kerala,Rabi,7447,1104,1612313,123,36
2018-04-30,Coconut,Kerala,Rabi,1321,5325,2406451,104,33
2018-05-31,Coconut,Kerala,Rabi,3327,8072,3783748,162,34
2018-06-30,Coconut,Kerala,Rabi,3525,1234,1032011,396,30
2018-07-31,Coconut,Kerala,Rabi,3815,3446,1846819,348,29
2018-08-31,Coconut,Kerala,Rabi,3254,3243,1661401,219,34
2018-09-30,Coconut,Kerala,Rabi,3772,1941,636728,109,38
2018-10-31,Coconut,Kerala,Rabi,4507,3424,1903304,195,30
2018-11-30,Coconut,Kerala,Rabi,5380,4536,1765886,183,38
2018-12-31,Coconut,Kerala,Rabi,5025,3725,729103,77,24
2019-01-31,Coconut,Kerala,Rabi,5204,2476,1787336,92,21
2019-02-28,Coconut,Kerala,Rabi,3564,3274,1815595,75,23
2019-03-31,Coconut,Kerala,Rabi,6594,1886,998578,162,30
2019-04-30,Coconut,Kerala,Rabi,2737,4220,2287633,136,38
2019-05-31,Coconut,Kerala,Rabi,3399,5397,2823132,172,39
2019-06-30,Coconut,Kerala,Rabi,3874,4442,1795973,335,34
2019-07-31,Coconut,Kerala,Rabi,6400,2771,1779562,245,31
2019-08-31,Coconut,Kerala,Rabi,6072,1106,1298771,259,33
2019-09-30,Coconut,Kerala,Rabi,7749,2529,583342,137,34
2019-10-31,Coconut,Kerala,Rabi,5635,1049,1505033,101,31
2019-11-30,Coconut,Kerala,Rabi,5295,1592,1927441,159,37
2019-12-31,Coconut,Kerala,Rabi,3306,2339,1477297,78,21
2020-01-31,Coconut,Kerala,Rabi,6210,1363,1249657,61,24
2020-02-29,Coconut,Kerala,Rabi,5734,4006,1724313,56,21
2020-03-31,Coconut,Kerala,Rabi,7131,554,514387,143,36
2020-04-30,Coconut,Kerala,Rabi,2613,5890,2704271,183,34
2020-05-31,Coconut,Kerala,Rabi,2270,5024,3576962,183,39
2020-06-30,Coconut,Kerala,Rabi,6553,3857,1579735,242,33
2020-07-31,Coconut,Kerala,Rabi,5714,478,1679152,228,28
2020-08-31,Coconut,Kerala,Rabi,7460,197,1660706,312,28
2020-09-30,Coconut,Kerala,Rabi,5983,1216,1441324,137,38
2020-10-31,Coconut,Kerala,Rabi,6227,3020,1561211,168,36
2020-11-30,Coconut,Kerala,Rabi,3358,2368,1283574,182,34
2020-12-31,Coconut,Kerala,Rabi,6832,1429,1340932,83,20
2021-01-31,Coconut,Kerala,Rabi,4040,445,1201461,85,21
2021-02-28,Coconut,Kerala,Rabi,3093,419,1064302,65,21
2021-03-31,Coconut,Kerala,Rabi,7652,2715,826626,109,32
2021-04-30,Coconut,Kerala,Rabi,2664,8532,3811946,120,34
2021-05-31,Coconut,Kerala,Rabi,1828,6868,2400172,144,35
2021-06-30,Coconut,Kerala,Rabi,7517,3366,1327778,397,31
2021-07-31,Coconut,Kerala,Rabi,5731,1111,1589602,249,29
2021-08-31,Coconut,Kerala,Rabi,6219,503,797055,272,28
2021-09-30,Coconut,Kerala,Rabi,7784,1032,1772076,154,31
2021-10-31,Coconut,Kerala,Rabi,6504,465,1219725,172,32
2021-11-30,Coconut,Kerala,Rabi,6373,2560,1187167,114,33
2021-12-31,Coconut,Kerala,Rabi,4758,4227,862690,52,23
2022-01-31,Coconut,Kerala,Rabi,5289,366,986130,80,20
2022-02-28,Coconut,Kerala,Rabi,4539,1311,672124,77,23
2022-03-31,Coconut,Kerala,Rabi,6481,2190,1082031,177,38
2022-04-30,Coconut,Kerala,Rabi,1888,6774,2079726,137,39
2022-05-31,Coconut,Kerala,Rabi,2391,4625,3341445,109,32
2022-06-30,Coconut,Kerala,Rabi,7594,4595,1391492,268,25
2022-07-31,Coconut,Kerala,Rabi,3097,4587,795534,390,32
2022-08-31,Coconut,Kerala,Rabi,3275,4505,1099916,375,34
2022-09-30,Coconut,Kerala,Rabi,3266,3199,914426,157,30
2022-10-31,Coconut,Kerala,Rabi,7390,782,1799455,124,37
2022-11-30,Coconut,Kerala,Rabi,3546,1681,1746841,196,32
2022-12-31,Coconut,Kerala,Rabi,6939,347,1702839,79,20
2023-01-31,Coconut,Kerala,Rabi,3775,4284,969378,66,22
2023-02-28,Coconut,Kerala,Rabi,5137,176,1096089,66,24
2023-03-31,Coconut,Kerala,Rabi,5589,4875,1251508,191,37
2023-04-30,Coconut,Kerala,Rabi,3331,7319,3292059,152,36
2023-05-31,Coconut,Kerala,Rabi,2952,6393,2144554,163,32
2023-06-30,Coconut,Kerala,Rabi,5448,4972,678560,248,28
2023-07-31,Coconut,Kerala,Rabi,5459,4698,686239,322,34
2023-08-31,Coconut,Kerala,Rabi,3835,3845,895274,357,25
2023-09-30,Coconut,Kerala,Rabi,7453,151,931516,127,32
2023-10-31,Coconut,Kerala,Rabi,3484,1882,1149002,134,35
2023-11-30,Coconut,Kerala,Rabi,7294,2814,827116,113,34
2023-12-31,Coconut,Kerala,Rabi,6883,4002,694628,91,23
2015-01-31,Coconut,Uttar Pradesh,Rabi,4025,1769,1476706,16,10
2015-02-28,Coconut,Uttar Pradesh,Rabi,3749,3315,1603266,10,6
2015-03-31,Coconut,Uttar Pradesh,Rabi,6185,4128,1095246,46,37
2015-04-30,Coconut,Uttar Pradesh,Rabi,2534,4671,3749709,27,34
2015-05-31,Coconut,Uttar Pradesh,Rabi,2491,4818,3195650,31,29
2015-06-30,Coconut,Uttar Pradesh,Rabi,5426,527,664403,222,28
2015-07-31,Coconut,Uttar Pradesh,Rabi,4253,2970,1327612,237,28
2015-08-31,Coconut,Uttar Pradesh,Rabi,7259,1403,1977711,190,30
2015-09-30,Coconut,Uttar Pradesh,Rabi,4980,2333,922475,19,30
2015-10-31,Coconut,Uttar Pradesh,Rabi,5605,1446,1011959,25,38
2015-11-30,Coconut,Uttar Pradesh,Rabi,3626,1469,1416368,32,36
2015-12-31,Coconut,Uttar Pradesh,Rabi,4063,4872,1065685,0,6
2016-01-31,Coconut,Uttar Pradesh,Rabi,6038,3219,1976134,16,7
2016-02-29,Coconut,Uttar Pradesh,Rabi,4057,105,825309,26,7
2016-03-31,Coconut,Uttar Pradesh,Rabi,6185,4593,796140,29,33
2016-04-30,Coconut,Uttar Pradesh,Rabi,2802,6061,3091645,12,35
2016-05-31,Coconut,Uttar Pradesh,Rabi,2413,4566,3812577,14,39
2016-06-30,Coconut,Uttar Pradesh,Rabi,6718,3340,1319652,261,34
2016-07-31,Coconut,Uttar Pradesh,Rabi,7779,4935,1208183,200,33
2016-08-31,Coconut,Uttar Pradesh,Rabi,3067,1157,654888,223,33
2016-09-30,Coconut,Uttar Pradesh,Rabi,3403,1720,1628171,42,37
2016-10-31,Coconut,Uttar Pradesh,Rabi,3284,4959,873287,35,29
2016-11-30,Coconut,Uttar Pradesh,Rabi,6002,1426,1247211,4,25
2016-12-31,Coconut,Uttar Pradesh,Rabi,6018,2332,1444618,15,11
2017-01-31,Coconut,Uttar Pradesh,Rabi,4204,694,1423763,19,11
2017-02-28,Coconut,Uttar Pradesh,Rabi,6179,2126,1469911,28,13
2017-03-31,Coconut,Uttar Pradesh,Rabi,3568,3233,678188,1,36
2017-04-30,Coconut,Uttar Pradesh,Rabi,1650,8154,3288016,38,39
2017-05-31,Coconut,Uttar Pradesh,Rabi,2864,8925,3484889,2,31
2017-06-30,Coconut,Uttar Pradesh,Rabi,3676,4000,1118088,264,26
2017-07-31,Coconut,Uttar Pradesh,Rabi,6654,1459,1164860,298,30
2017-08-31,Coconut,Uttar Pradesh,Rabi,5572,4361,1524548,196,31
2017-09-30,Coconut,Uttar Pradesh,Rabi,6627,244,1465218,0,31
2017-10-31,Coconut,Uttar Pradesh,Rabi,6753,4012,681691,6,30
2017-11-30,Coconut,Uttar Pradesh,Rabi,7951,4865,748330,36,31
2017-12-31,Coconut,Uttar Pradesh,Rabi,4413,745,1389996,18,11
2018-01-31,Coconut,Uttar Pradesh,Rabi,5770,3253,865257,2,6
2018-02-28,Coconut,Uttar Pradesh,Rabi,3128,4034,1974480,8,14
2018-03-31,Coconut,Uttar Pradesh,Rabi,3629,4000,935191,37,35
2018-04-30,Coconut,Uttar Pradesh,Rabi,3308,6299,3719899,16,27
2018-05-31,Coconut,Uttar Pradesh,Rabi,3006,7829,3161569,18,27
2018-06-30,Coconut,Uttar Pradesh,Rabi,3751,4770,1672426,224,26
2018-07-31,Coconut,Uttar Pradesh,Rabi,3351,3849,1973216,292,31
2018-08-31,Coconut,Uttar Pradesh,Rabi,7797,276,660940,187,31
2018-09-30,Coconut,Uttar Pradesh,Rabi,3736,616,684799,37,39
2018-10-31,Coconut,Uttar Pradesh,Rabi,5722,4678,1288951,6,35
2018-11-30,Coconut,Uttar Pradesh,Rabi,6778,3167,1489736,32,33
2018-12-31,Coconut,Uttar Pradesh,Rabi,4867,2807,1795890,26,8
2019-01-31,Coconut,Uttar Pradesh,Rabi,6456,681,1246566,10,10
2019-02-28,Coconut,Uttar Pradesh,Rabi,3943,4648,1983815,15,5
2019-03-31,Coconut,Uttar Pradesh,Rabi,3506,3906,1649318,7,33
2019-04-30,Coconut,Uttar Pradesh,Rabi,2161,6120,3530196,46,27
2019-05-31,Coconut,Uttar Pradesh,Rabi,1539,8711,2387302,28,26
2019-06-30,Coconut,Uttar Pradesh,Rabi,6670,2725,1562894,290,31
2019-07-31,Coconut,Uttar Pradesh,Rabi,5359,4216,787171,150,30
2019-08-31,Coconut,Uttar Pradesh,Rabi,3823,393,757444,198,27
2019-09-30,Coconut,Uttar Pradesh,Rabi,6333,2348,555850,4,25
2019-10-31,Coconut,Uttar Pradesh,Rabi,7348,4481,1298070,29,25
2019-11-30,Coconut,Uttar Pradesh,Rabi,6253,1804,1816644,2,29
2019-12-31,Coconut,Uttar Pradesh,Rabi,3297,2632,1548295,26,6
2020-01-31,Coconut,Uttar Pradesh,Rabi,5963,145,1281011,0,13
2020-02-29,Coconut,Uttar Pradesh,Rabi,3376,1863,570789,5,13
2020-03-31,Coconut,Uttar Pradesh,Rabi,3048,2634,718604,26,38
2020-04-30,Coconut,Uttar Pradesh,Rabi,2605,6766,2405726,25,26
2020-05-31,Coconut,Uttar Pradesh,Rabi,1490,7332,3384998,45,26
2020-06-30,Coconut,Uttar Pradesh,Rabi,4670,945,1245322,202,31
2020-07-31,Coconut,Uttar Pradesh,Rabi,5152,4670,733118,274,30
2020-08-31,Coconut,Uttar Pradesh,Rabi,7500,395,1232266,236,34
2020-09-30,Coconut,Uttar Pradesh,Rabi,3378,4842,1790082,10,38
2020-10-31,Coconut,Uttar Pradesh,Rabi,4675,3480,550542,38,39
2020-11-30,Coconut,Uttar Pradesh,Rabi,4985,1756,1687611,8,37
2020-12-31,Coconut,Uttar Pradesh,Rabi,3148,1634,599579,7,13
2021-01-31,Coconut,Uttar Pradesh,Rabi,7103,1893,1389460,15,11
2021-02-28,Coconut,Uttar Pradesh,Rabi,4969,1424,1383682,27,8
2021-03-31,Coconut,Uttar Pradesh,Rabi,6915,4049,546113,5,36
2021-04-30,Coconut,Uttar Pradesh,Rabi,1602,6148,3131915,13,31
2021-05-31,Coconut,Uttar Pradesh,Rabi,2375,8934,2907000,18,27
2021-06-30,Coconut,Uttar Pradesh,Rabi,7211,1527,622877,217,26
2021-07-31,Coconut,Uttar Pradesh,Rabi,5152,3916,1765069,166,27
2021-08-31,Coconut,Uttar Pradesh,Rabi,6750,4024,923341,235,32
2021-09-30,Coconut,Uttar Pradesh,Rabi,6030,3662,1701348,12,29
2021-10-31,Coconut,Uttar Pradesh,Rabi,5105,4368,511342,3,32
2021-11-30,Coconut,Uttar Pradesh,Rabi,6489,4773,746862,28,38
2021-12-31,Coconut,Uttar Pradesh,Rabi,7239,1275,783039,22,12
2022-01-31,Coconut,Uttar Pradesh,Rabi,3842,414,1207858,25,12
2022-02-28,Coconut,Uttar Pradesh,Rabi,5277,4622,1779864,28,12
2022-03-31,Coconut,Uttar Pradesh,Rabi,4566,3964,1355670,2,29
2022-04-30,Coconut,Uttar Pradesh,Rabi,3187,8312,2914033,14,39
2022-05-31,Coconut,Uttar Pradesh,Rabi,3399,6732,2976520,16,34
2022-06-30,Coconut,Uttar Pradesh,Rabi,4919,3033,1385093,240,32
2022-07-31,Coconut,Uttar Pradesh,Rabi,7213,3132,1254174,175,32
2022-08-31,Coconut,Uttar Pradesh,Rabi,4695,176,1578328,166,33
2022-09-30,Coconut,Uttar Pradesh,Rabi,7574,1732,1404935,41,31
2022-10-31,Coconut,Uttar Pradesh,Rabi,7313,4372,1825366,1,28
2022-11-30,Coconut,Uttar Pradesh,Rabi,3631,3611,912986,14,32
2022-12-31,Coconut,Uttar Pradesh,Rabi,3855,3135,1653323,5,7
2023-01-31,Coconut,Uttar Pradesh,Rabi,6694,2916,1630000,3,5
2023-02-28,Coconut,Uttar Pradesh,Rabi,7036,358,1732023,28,12
2023-03-31,Coconut,Uttar Pradesh,Rabi,7103,550,1043390,12,34
2023-04-30,Coconut,Uttar Pradesh,Rabi,3163,8194,2768281,36,32
2023-05-31,Coconut,Uttar Pradesh,Rabi,2752,8468,2235153,40,33
2023-06-30,Coconut,Uttar Pradesh,Rabi,5410,1376,1883573,152,27
2023-07-31,Coconut,Uttar Pradesh,Rabi,3886,3362,1433768,170,31
2023-08-31,Coconut,Uttar Pradesh,Rabi,6974,3180,1838161,155,28
2023-09-30,Coconut,Uttar Pradesh,Rabi,5542,4834,1036149,33,31
2023-10-31,Coconut,Uttar Pradesh,Rabi,3704,1553,1869526,22,30
2023-11-30,Coconut,Uttar Pradesh,Rabi,6226,2345,1554158,1,31
2023-12-31,Coconut,Uttar Pradesh,Rabi,6091,3612,890099,4,13
2015-01-31,Coconut,West Bengal,Rabi,3488,3944,928389,4,13
2015-02-28,Coconut,West Bengal,Rabi,6776,533,618156,4,13
2015-03-31,Coconut,West Bengal,Rabi,3695,728,713727,4,13
2015-04-30,Coconut,West Bengal,Rabi,3440,6934,3684543,4,13
2015-05-31,Coconut,West Bengal,Rabi,2878,7365,3669054,4,13
2015-06-30,Coconut,West Bengal,Rabi,4061,1993,1452344,4,13
2015-07-31,Coconut,West Bengal,Rabi,5445,4254,1911986,4,13
2015-08-31,Coconut,West Bengal,Rabi,6625,2171,1621825,4,13
2015-09-30,Coconut,West Bengal,Rabi,7170,915,816564,4,13
2015-10-31,Coconut,West Bengal,Rabi,3807,3075,1298934,4,13
